filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region,region coordinates ,region latitude,region longitude,subregion,subregion coordinates ,subregion latitude,subregion longitude,title,url,varietal,vintage,winery
winemag 4001 to 4800,13949,122362,12.5,Red,France,This aromatic wine is at the same time structured and tough. Its redeeming feature is the berry fruit layer that is waiting to show through from 2015.,Réserve de la Famille,25,84,0.297619048,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,VIgnobles Ducourt 2012 Réserve de la Famille  (Bordeaux),https://www.winemag.com/buying-guide/vignobles-ducourt-2012-reserve-famille-red-bordeaux/,Bordeaux-style Red Blend,2012,VIgnobles Ducourt
winemag 4001 to 4800,13951,122364,12.5,Red,France,"Red berry fruits are right up front in this juicy, fruity wine without great sense of structure. No matter, it's attractive and fresh now, ready to drink.",,10,84,0.119047619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Producta Vignobles 2012  Bordeaux,https://www.winemag.com/buying-guide/producta-vignobles-2012-red-bordeaux/,Bordeaux-style Red Blend,2012,Producta Vignobles
winemag 4001 to 4800,15110,123523,12.5,Red,France,"The wine is rounded and soft with attractive berry fruits and wood aging. It's fruity with juicy acidity, black currant freshness and a dry core that will allow it to age 2017-2018.",,13,84,0.154761905,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château La Rose du Pin 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-rose-pin-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château La Rose du Pin
winemag 4001 to 4800,15339,123752,13.5,Red,France,"This is a wood-laden wine, dense and firmly tannic. It's an unnecessarily tough proposition for a young Bordeaux, but the juicy black currant acidity could bring it round by 2017-2018.",,11,84,0.130952381,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Tour Chapoux 2012  Bordeaux,https://www.winemag.com/buying-guide/chateau-tour-chapoux-2012-red-bordeaux/,Bordeaux-style Red Blend,2012,Château Tour Chapoux
winemag 4801 to 5600,4258,128151,13,Red,France,"This offers black currant flavors and firm, stalky tannins. It has acidity, a good juicy character and a dry aftertaste. Drink from 2015.",,14,84,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Cagnas 2012  Bordeaux,https://www.winemag.com/buying-guide/chateau-cagnas-2012-red-bordeaux/,Bordeaux-style Red Blend,2012,Château Cagnas
winemag 4801 to 5600,9548,133441,12.5,Red,France,"A soft, perfumed wine, it shows attractive light black currant flavors as well as some tannins, acidity and a young fruity character. It is ready to drink now.",Ilixens,18,84,0.214285714,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Fleury 2012 Ilixens  (Bordeaux),https://www.winemag.com/buying-guide/fleury-2012-ilixens-red-bordeaux/,Bordeaux-style Red Blend,2012,Fleury
winemag 4801 to 5600,9567,133460,13,Red,France,"A wine that veers between thin and acid and firmer tannins. It lacks the fruit weight to cope with its structure, so the wine will always be lean.",,13,84,0.154761905,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Haut Pasquet 2012  Bordeaux,https://www.winemag.com/buying-guide/chateau-haut-pasquet-2012-red-bordeaux/,Bordeaux-style Red Blend,2012,Château Haut Pasquet
winemag 4801 to 5600,9590,133483,13,Red,France,"The wine feels light and very soft. There are some attractive red berry fruits, along with acidity and wood flavors, but the tannic structure is hardly there. It's an enjoyable, lightweight wine to drink now through 2016.",Réserve,15,84,0.178571429,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Cheval Quancard 2012 Réserve  (Bordeaux),https://www.winemag.com/buying-guide/cheval-quancard-2012-reserve-red-bordeaux/,Bordeaux-style Red Blend,2012,Cheval Quancard
winemag 4801 to 5600,11049,134942,13.5,Red,France,"A soft, rather soapy wine, it displays light fruits and gentle tannins. It is unfocused, with just some juicy aftertaste to give some interest.",,12,84,0.142857143,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Bellevue 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-bellevue-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château Bellevue
winemag 4801 to 5600,15554,139447,,Red,France,"Burnt toast aromas don't exactly make this wine attractive. The palate is better because it has fruit weight, but notes of heavily toasted wood and dry tannins dominate for now. It should improve with age, but will always have this element of hardness.",,16,84,0.19047619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Malbec 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-malbec-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château Malbec
winemag 4801 to 5600,15574,139467,,Red,France,"Ripe and fruity, this is a simple, easy wine with red berry fruits and soft tannins. It has lively fruitiness that is enjoyable now.",,12,84,0.142857143,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Vieil Orme 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-vieil-orme-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château Vieil Orme
winemag 5601 to 6400,42,139513,,Red,France,"Structure keeps this firm, dry wine solidly closed. It is tightly wound at this stage, only hinting at a brighter, fruity future. Drink after 2015.",,15,84,0.178571429,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Pey la Tour 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-pey-tour-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château Pey la Tour
winemag 5601 to 6400,98,139569,,Red,France,"Burnt toast aromas don't exactly make this wine attractive. The palate is better because it has fruit weight, but notes of heavily toasted wood and dry tannins dominate for now. It should improve with age, but will always have this element of hardness.",,16,84,0.19047619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Malbec 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-malbec-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château Malbec
winemag 5601 to 6400,120,139591,,Red,France,"This wine is acidic beyond its other elements. It has a green, herbal character that suggests unripe fruit. It will soften with age, but will always be overtly brisk in nature.",Sirius,12,84,0.142857143,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Maison Sichel 2011 Sirius  (Bordeaux),https://www.winemag.com/buying-guide/maison-sichel-2011-sirius-red-bordeaux/,Bordeaux-style Red Blend,2011,Maison Sichel
winemag 5601 to 6400,6525,145996,,Red,France,"A balanced wine, showing attractive fruitiness, ripe black currants and soft tannins. It's likely to be ready to drink soon.",,20,84,0.238095238,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Vinum Natura 2011  Bordeaux,https://www.winemag.com/buying-guide/vinum-natura-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Vinum Natura
winemag 5601 to 6400,6539,146010,13,Red,France,"A solid wine, full of dried fruits, dense plums and firm tannins. It has fresh acidity, bright juiciness that will come through more strongly over the next few months.",,8,84,0.095238095,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château le Mayne Turon 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-le-mayne-turon-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château le Mayne Turon
winemag 5601 to 6400,6565,146036,13,Red,France,"A firm, dry wine with good fruit, featuring touches of blackberry along with a solid tannic core. It's a wine for the medium-term, say 2-4 years.",,9,84,0.107142857,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château de la Bouyére 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-bouyere-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château de la Bouyére
winemag 5601 to 6400,6570,146041,,Red,France,"This wood-aged wine bases its smooth character on firm tannins as much as fruit. It has concentration, firm extraction and a hard edge.",Réserve Spéciale,18,84,0.214285714,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Domaines Barons de Rothschild (Lafite) 2011 Réserve Spéciale  (Bordeaux),https://www.winemag.com/buying-guide/domaines-barons-rothschild-lafite-2011-reserve-speciale-red-bordeaux/,Bordeaux-style Red Blend,2011,Domaines Barons de Rothschild (Lafite)
winemag 5601 to 6400,6591,146062,,Red,France,"Light and already fruity, this wine features attractive black-currant flavors, bright acidity and soft tannins. Ready to drink.",,15,84,0.178571429,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Roustaing 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-roustaing-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château Roustaing
winemag 5601 to 6400,9171,148642,13.5,Red,France,"Going more for stalky tannins, this is a youthful, but also austere wine. It has perfumed wood along with hints of black currant tightly encased in a severe outer shell.",,12,84,0.142857143,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Terre Blanque 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-terre-blanque-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château Terre Blanque
winemag 5601 to 6400,14638,154109,13.5,Red,France,"Attractive red fruits and soft tannins make this ripe, lightly structured wine easy to drink. There are hints of herbs and red berry fruits, with a touch of dryness on the finish. Drink now.",La Fleur d'Amélie,15,84,0.178571429,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Sours 2010 La Fleur d'Amélie  (Bordeaux),https://www.winemag.com/buying-guide/chateau-sours-2010-fleur-damelie-red-bordeaux/,Bordeaux-style Red Blend,2010,Château de Sours
winemag 6401 to 7200,424,155561,,Red,France,"With a blackberry flavor and a juicy character, this is a wine that has a bright, fresh feel and soft tannins.",,12,84,0.142857143,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Chaubinet 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-chaubinet-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château Chaubinet
winemag 6401 to 7200,584,155721,13.5,Red,France,"This is a toasty, black-currant-fruited wine. Its structural tannins give a dry character. A touch of green herb and a hard edge of toast indicate that the wine needs another year to soften.",Mouton Cadet,10,84,0.119047619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Baron Philippe de Rothschild 2010 Mouton Cadet  (Bordeaux),https://www.winemag.com/buying-guide/baron-philippe-rothschild-2010-mouton-cadet-red-bordeaux/,Bordeaux-style Red Blend,2010,Baron Philippe de Rothschild
winemag 6401 to 7200,595,155732,14,Red,France,"A textured wine, this has ripe fruit that still shows a green, herbal character. It has weight and a ripe black-currant flavor, plus juicy acidity and soft tannins. Ready to drink.",Maison Magrez,10,84,0.119047619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bernard Magrez 2010 Maison Magrez  (Bordeaux),https://www.winemag.com/buying-guide/bernard-magrez-2010-maison-red-bordeaux/,Bordeaux-style Red Blend,2010,Bernard Magrez
winemag 6401 to 7200,602,155739,,Red,France,"This exhibits stalky fruit, with some weight behind it. A black currant flavor dominates, with a ripe, jammy feel. For short-term aging.",,13,84,0.154761905,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Les Hauts de Lagarde 2011  Bordeaux,https://www.winemag.com/buying-guide/hauts-lagarde-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Les Hauts de Lagarde
winemag 6401 to 7200,615,155752,,Red,France,"This attractive, fruity wine has soft tannins and a texture that is dominated by spice and fruit notes and acidity. It has a juicy red-cherry finish.",,13,84,0.154761905,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Garrineau 2009  Bordeaux,https://www.winemag.com/buying-guide/chateau-garrineau-2009-red-bordeaux/,Bordeaux-style Red Blend,2009,Château Garrineau
winemag 6401 to 7200,618,155755,,Red,France,"In this toasty wine, the wood smothers the fruit and adds a burnt character. It feels austere, not one to easily reveal its treasures.",,16,84,0.19047619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Pasquet 2010  Bordeaux,https://www.winemag.com/buying-guide/chateau-pasquet-2010-red-bordeaux/,Bordeaux-style Red Blend,2010,Château Pasquet
winemag 6401 to 7200,688,155825,13.5,Red,France,"In this hard-edged wine, structure precludes the fruit from surfacing. There is a black currant element, but the tannins are likely to always dominate this firm, austere selection.",,13,84,0.154761905,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Beauregard-Ducourt 2010  Bordeaux,https://www.winemag.com/buying-guide/chateau-beauregard-ducourt-2010-red-bordeaux/,Bordeaux-style Red Blend,2010,Château Beauregard-Ducourt
winemag 7201 to 8000,231,171002,12.5,Red,France,"Surprisingly lightweight for the vintage, this is a red fruit-flavored wine, with tannins, acidity and a fresh aftertaste. Not for aging.",,25,84,0.297619048,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Moulin Lafitte 2009  Bordeaux,https://www.winemag.com/buying-guide/chateau-moulin-lafitte-2009-red-bordeaux/,Bordeaux-style Red Blend,2009,Château Moulin Lafitte
winemag 7201 to 8000,621,171392,12.5,Red,France,"Produced by the largest Bordeaux cooperative, this is a freshly fruity wine, with simple red fruit flavors and soft tannins. There is a smoky edge and pink raspberry acidity.",Chevalier de Saint-André,10,84,0.119047619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Univitis 2009 Chevalier de Saint-André  (Bordeaux),https://www.winemag.com/buying-guide/univitis-2009-chevalier-saint-andre-red-bordeaux/,Bordeaux-style Red Blend,2009,Univitis
winemag 7201 to 8000,627,171398,12,Red,France,"Soft, lightweight wine, with gentle tannins and a thin fruit character. There is plenty of acidity to give freshness. Drink now.",,14,84,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Dame Jane 2010  Bordeaux,https://www.winemag.com/buying-guide/chateau-dame-jane-2010-red-bordeaux/,Bordeaux-style Red Blend,2010,Château Dame Jane
winemag 7201 to 8000,647,171418,12.5,Red,France,Simply fruity Bordeaux. It has signs of wood and black currant fruit along with acidity and a light layer of tannin. Drink now.,Prince Rubis,25,84,0.297619048,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,De Mour 2008 Prince Rubis  (Bordeaux),https://www.winemag.com/buying-guide/mour-2008-prince-rubis-red-bordeaux/,Bordeaux-style Red Blend,2008,De Mour
winemag 7201 to 8000,5524,176295,12.5,Red,France,"The Chartrons is the neighborhood of Bordeaux where the wine merchants traditionally worked. This branded Bordeaux is softly ripe, with an attractive density along with a dry core of tannins. Ready to drink now.",Baron des Chartrons,10,84,0.119047619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Maison Duhard 2009 Baron des Chartrons  (Bordeaux),https://www.winemag.com/buying-guide/maison-duhard-2009-baron-chartrons-red-bordeaux/,Bordeaux-style Red Blend,2009,Maison Duhard
winemag 7201 to 8000,11612,182383,13,Red,France,"Soft, light fruit, packed with red cherries and fresh berries, is the star. The tannins are a mere hint, so the wine should be enjoyed soon for its attractive juiciness.",,16,84,0.19047619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Denisiane 2009  Bordeaux,https://www.winemag.com/buying-guide/chateau-denisiane-2009-red-bordeaux/,Bordeaux-style Red Blend,2009,Château Denisiane
winemag 7201 to 8000,11621,182392,12.5,Red,France,"This wood-laden wine has light berry fruit and burnt toast flavors. The acidity cuts through, offering a glimpse of stalky black currant flavors.",,10,84,0.119047619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Barton & Guestier 2008  Bordeaux,https://www.winemag.com/buying-guide/barton-guestier-2008-red-bordeaux/,Bordeaux-style Red Blend,2008,Barton & Guestier
winemag 8001 to 8800,2914,189319,12.5,Red,France,"Soft, stalky black berry fruits, dry with a firm edge of tannins. The spice shows through along with final acidity.",,10,84,0.119047619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Virecourt 2008  Bordeaux,https://www.winemag.com/buying-guide/chateau-virecourt-2008-red-bordeaux/,Bordeaux-style Red Blend,2008,Château de Virecourt
winemag 8001 to 8800,11063,197468,12.5,Red,France,"Fresh, perfumed wine, with cherry flavors. The acidity is pure, crisp with only light tannins and a green stalky final taste.",,12,84,0.142857143,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Grand Jean 2008  Bordeaux,https://www.winemag.com/buying-guide/chateau-grand-jean-2008-red-bordeaux/,Bordeaux-style Red Blend,2008,Château Grand Jean
winemag 8001 to 8800,11068,197473,13,Red,France,"The ludicrously heavy bottle must have cost more than the pleasant, fruity wine inside. The wood aging has had the effect of rounding the red berry fruits, while the juicy acidity points up freshness.",,10,84,0.119047619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Vincent Saincrit 2005  Bordeaux,https://www.winemag.com/buying-guide/vincent-saincrit-2005-red-bordeaux/,Bordeaux-style Red Blend,2005,Vincent Saincrit
winemag 8001 to 8800,11085,197490,13,Red,France,"A ripe, juicy well-made, branded Bordeaux, its tannins tight but just right for the meaty chocolate flavors, spiced with wood. The acidity gives sweetness as much as freshness.",Premius,10,84,0.119047619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Yvon Mau 2006 Premius  (Bordeaux),https://www.winemag.com/buying-guide/yvon-mau-2006-premius-red-bordeaux/,Bordeaux-style Red Blend,2006,Yvon Mau
winemag 8001 to 8800,12851,199256,13,Red,France,"Light-bodied wine, with fresh spice and stalky tannins. There is bright black currant acidity, giving an edge to the wood perfumes.",,12,84,0.142857143,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Fontenille 2007  Bordeaux,https://www.winemag.com/buying-guide/chateau-fontenille-2007-red-bordeaux/,Bordeaux-style Red Blend,2007,Château de Fontenille
winemag 801 to 1600,5862,207905,13.5,Red,France,"This is an earthy, rustic wine with simple black fruits and acidity. Developing fast, it is ready to drink with its berry flavors, soft tannins and crisp aftertaste.",,14,84,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Cappes 2015  Bordeaux,https://www.winemag.com/buying-guide/chateau-de-cappes-2015-bordeaux/,Bordeaux-style Red Blend,2015,Château de Cappes
winemag 801 to 1600,5869,207912,12.5,Red,France,"A smooth, spice and red-berry flavored wine, this is soft, with an almost sweet aftertaste. It is light, fruity and ready to drink.",Merlot-Cabernet,17,84,0.202380952,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Monsieur de Bordeaux 2015 Merlot-Cabernet  (Bordeaux),https://www.winemag.com/buying-guide/monsieur-de-bordeaux-2015-merlot-cabernet-bordeaux/,Bordeaux-style Red Blend,2015,Monsieur de Bordeaux
winemag 801 to 1600,13790,215833,,Red,France,"Stalky black currant fruit aromas and a spicy, stalky character on the palate define this tight, dry wine. It's young and tough now, so give it another year and drink from 2018.",Grande Réserve,35,84,0.416666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Closerie du Bailli 2016 Grande Réserve  (Bordeaux),https://www.winemag.com/buying-guide/closerie-du-bailli-2016-grande-reserve-bordeaux/,Bordeaux-style Red Blend,2016,Closerie du Bailli
winemag 8801 to 9600,4926,221907,,Red,France,"A blend of 65% Merlot, 20% Cabernet Sauvignon and 15% Cabernet Franc, this is a medium-bodied Bordeaux for everyday drinking. The understated black cherry and cassis fruit does seem a bit lean, but that's the vintage. Tobacco notes mark the finish.",,10,84,0.119047619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Mouton-Cadet 2007  Bordeaux,https://www.winemag.com/buying-guide/mouton-cadet-2007-red-bordeaux/,Bordeaux-style Red Blend,2007,Mouton-Cadet
winemag 8801 to 9600,12368,229349,12.5,Red,France,"A simple fruity Bordeaux, attractively layering black currants, firm and dry tannins and fresh, juicy acidity. It's light, already drinkable. Screwcap.",,11,84,0.130952381,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château la Mouliniére 2006  Bordeaux,https://www.winemag.com/buying-guide/chateau-mouliniere-2006-red-bordeaux/,Bordeaux-style Red Blend,2006,Château la Mouliniére
winemag 9601 to 10400,11845,244501,,Red,France,"Solid, wood-flavored tannins give this wine a good, smooth texture. Flavors of red cherries dominate what is an attractively fruity wine.",,10,84,0.119047619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Premius 2005  Bordeaux,https://www.winemag.com/buying-guide/premius-2005-red-bordeaux/,Bordeaux-style Red Blend,2005,Premius
winemag 9601 to 10400,11849,244505,13,Red,France,"A young, very fruity wine produced by Christian Moueix. It is structured, firm and juicy, layered with dry tannins, probably needing 6-12 months of aging. A touch of pepper, red currants, toast and acidity complete this good, very Bordeaux, wine.",Merlot,11,84,0.130952381,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Christian Moueix 2005 Merlot  (Bordeaux),https://www.winemag.com/buying-guide/christian-moueix-2005-merlot-red-bordeaux/,Bordeaux-style Red Blend,2005,Christian Moueix
winemag 9601 to 10400,12265,244921,12.5,Red,France,"A lean, somewhat austerely tannic wine, with dry tannins. The fruit is subdued, and there are hints of stalky black currant, disappointing from such a famous name. It could work with steak, when the acidity will cut through the meat.",,9,84,0.107142857,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Mouton-Cadet 2004  Bordeaux,https://www.winemag.com/buying-guide/mouton-cadet-2004-red-bordeaux/,Bordeaux-style Red Blend,2004,Mouton-Cadet
winemag 1601 to 2400,6204,68154,13,Red,France,"With plenty of acidity and tannins, this wine is almost trying to be a young red. Drink it like that with food and it will be worth it. The aftertaste has pepper and attractive spice.",,12,84,0.142857143,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Clairet,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Marsan 2016  Bordeaux Clairet,https://www.winemag.com/buying-guide/chateau-de-marsan-2016-bordeaux-clairet/,Bordeaux-style Red Blend,2016,Château de Marsan
winemag 3201 to 4000,7738,100618,13,Red,France,"Dark pink in color, this full wine offers tannins as well as crisp red fruits, giving it structure and a firm texture. The wine blends nearly all Bordeaux grapes: Malbec, Cabernet Franc, Cabernet Sauvignon and Merlot. Drink it chilled, like a Rosé.",,17,84,0.202380952,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Clairet,"44.8377890, -0.5791800",44.837789,-0.57918,Château Landereau 2014  Bordeaux Clairet,https://www.winemag.com/buying-guide/chateau-landereau-2014-bordeaux-clairet/,Bordeaux-style Red Blend,2014,Château Landereau
winemag 1 to 800,5695,5695,14,Red,France,"This producer was over-enthusiastic with wood aging. The wine is all about high toast, giving little space for the fruit. That lack of balance may not change.",Tradition,15,84,0.178571429,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Bois Malot 2016 Tradition  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-bois-malot-2016-tradition-bordeaux-superieur/,Bordeaux-style Red Blend,2016,Château Bois Malot
winemag 1 to 800,5760,5760,13.5,Red,France,"This wine holds fruit that was too ripe, giving a clumsy character. It has structure as well as bright acidity, but the wine is spoiled by the jamminess.",Cuvée de Copains,23,84,0.273809524,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Pertignas 2016 Cuvée de Copains  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-pertignas-2016-cuvee-de-copains-bordeaux-superieur/,Bordeaux-style Red Blend,2016,Château Pertignas
winemag 10401 to 11200,15251,30513,12.5,Red,France,,,13,84,0.154761905,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Chateau Couronneau 2001  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-couronneau-2001-red-superieur/,Bordeaux-style Red Blend,2001,Chateau Couronneau
winemag 1601 to 2400,6124,68074,13,Red,France,A generous use of wood aging has given this wine a caramel flavor that lies awkwardly alongside the berry fruits. The aftertaste is dry.,,15,84,0.178571429,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Lamothe Castera 2015  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-lamothe-castera-2015-bordeaux-superieur/,Bordeaux-style Red Blend,2015,Château Lamothe Castera
winemag 1601 to 2400,6209,68159,13.5,Red,France,"This is still a young wine, firm with tannins. The enthusiastic wood aging shows strongly in the smoky toasty flavor. It's hard to find the fruit.",Cuvée Les Tourelles,20,84,0.238095238,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Roc de Minvielle 2015 Cuvée Les Tourelles  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-roc-de-minvielle-2015-cuvee-les-tourelles-bordeaux-superieur/,Bordeaux-style Red Blend,2015,Château Roc de Minvielle
